,ID1-Seg,ID2-Seg,ID1-Pixels,ID2-Pixels,EndPoints,z1,z2,y1,y2,x1,x2
65,519,1265,715039,329900,"[([515.0, 362.0, 107.0], [523.0, 384.0, 84.0])]",749,500,2047,1118,946,918
66,6738,5902,51127,71605,"[([238.0, 158.0, 233.0], [238.0, 177.0, 236.0])]",239,60,409,179,261,105
67,9156,4419,17644,124231,"[([9.0, 737.0, 1483.0], [9.0, 751.0, 1486.0])]",21,119,193,496,196,564
68,9156,10021,17644,13262,"[([9.0, 737.0, 1483.0], [9.0, 718.0, 1462.0])]",21,22,193,138,196,159
69,5917,6346,71032,60286,"[([9.0, 1094.0, 1942.0], [9.0, 1075.0, 1923.0])]",37,122,546,393,298,124
70,5917,1616,71032,291726,"[([9.0, 1094.0, 1942.0], [9.0, 1126.0, 1918.0])]",37,366,546,1127,298,1091
71,5917,7895,71032,31789,"[([9.0, 1094.0, 1942.0], [9.0, 1067.0, 1906.0])]",37,31,546,97,298,141
72,1318,3622,323552,158457,"[([46.0, 950.0, 1551.0], [45.0, 940.0, 1598.0])]",364,112,954,1128,1259,318
73,2880,5858,197921,73696,"[([211.0, 184.0, 1128.0], [216.0, 197.0, 1107.0])]",347,120,588,205,202,684
74,998,7238,378476,41921,"[([9.0, 1443.0, 1435.0], [9.0, 1426.0, 1391.0])]",554,46,1457,260,1104,594
75,998,8271,378476,26870,"[([9.0, 1443.0, 1435.0], [9.0, 1435.0, 1469.0])]",554,28,1457,91,1104,134
76,998,5734,378476,78036,"[([9.0, 1443.0, 1435.0], [9.0, 1428.0, 1464.0])]",554,118,1457,626,1104,532
77,998,4909,378476,104849,"[([9.0, 1443.0, 1435.0], [9.0, 1455.0, 1390.0])]",554,60,1457,131,1104,787
78,998,4012,378476,140577,"[([9.0, 1443.0, 1435.0], [9.0, 1446.0, 1379.0])]",554,427,1457,680,1104,1380
79,426,838,879578,426797,"[([446.0, 849.0, 1518.0], [455.0, 819.0, 1524.0])]",489,476,1470,1512,664,1496
80,10021,4419,13262,124231,"[([9.0, 718.0, 1462.0], [9.0, 751.0, 1486.0])]",22,119,138,496,159,564
81,1482,10463,302194,11361,"[([230.0, 839.0, 154.0], [229.0, 837.0, 154.0])]",749,14,434,87,987,154
82,1482,5954,302194,70076,"[([684.0, 564.0, 1137.0], [689.0, 590.0, 1164.0])]",749,58,434,94,987,478
83,940,5195,395674,96030,"[([234.0, 875.0, 581.0], [236.0, 851.0, 600.0])]",249,113,1412,468,588,604
84,940,6799,395674,49067,"[([185.0, 638.0, 595.0], [183.0, 645.0, 573.0])]",249,41,1412,459,588,95
85,940,6142,395674,64831,"[([185.0, 638.0, 595.0], [184.0, 657.0, 624.0])]",249,204,1412,742,588,624
86,2639,2984,210274,192264,"[([669.0, 552.0, 344.0], [663.0, 571.0, 314.0])]",681,522,261,649,1078,156
87,3646,9122,155955,17979,"[([176.0, 103.0, 840.0], [180.0, 98.0, 823.0])]",252,48,715,51,932,147
88,10276,5011,12086,103085,"[([9.0, 769.0, 1676.0], [9.0, 788.0, 1646.0])]",22,186,111,570,96,404
89,10276,3483,12086,167415,"[([9.0, 769.0, 1676.0], [9.0, 755.0, 1704.0])]",22,320,111,1293,96,654
90,10276,1949,12086,259866,"[([9.0, 769.0, 1676.0], [9.0, 787.0, 1657.0])]",22,740,111,580,96,346
91,1778,9594,275679,14775,"[([367.0, 236.0, 1617.0], [366.0, 237.0, 1618.0])]",367,43,1811,239,922,72
92,10967,6402,9731,57969,"[([9.0, 820.0, 1913.0], [9.0, 824.0, 1939.0])]",21,47,146,143,160,106
93,10967,3654,9731,156508,"[([9.0, 820.0, 1913.0], [9.0, 823.0, 1914.0])]",21,342,146,367,160,1914
94,10967,1463,9731,305718,"[([9.0, 820.0, 1913.0], [9.0, 810.0, 1865.0])]",21,212,146,813,160,708
95,5333,20822,91842,1492,"[([183.0, 678.0, 1701.0], [180.0, 685.0, 1651.0])]",308,21,141,26,1214,27
96,3789,1086,151487,361133,"[([419.0, 1482.0, 1891.0], [412.0, 1465.0, 1915.0])]",423,740,803,1240,205,669
97,3789,4209,151487,131657,"[([419.0, 1482.0, 1891.0], [425.0, 1491.0, 1895.0])]",423,326,803,110,205,308
98,5298,4281,92137,129932,"[([203.0, 761.0, 713.0], [204.0, 761.0, 726.0])]",203,277,172,221,901,726
99,5298,1895,92137,266101,"[([203.0, 761.0, 713.0], [195.0, 762.0, 686.0])]",203,692,172,2047,901,455
100,4086,1271,139244,330209,"[([88.0, 770.0, 1702.0], [82.0, 789.0, 1719.0])]",413,713,610,1033,485,1802
101,1197,1157,340279,345631,"[([121.0, 678.0, 1512.0], [131.0, 676.0, 1544.0])]",322,288,728,2047,661,812
102,7573,4378,34778,126800,"[([142.0, 634.0, 1488.0], [134.0, 636.0, 1451.0])]",142,435,89,648,233,282
103,9791,4162,14114,135379,"[([9.0, 779.0, 1484.0], [9.0, 781.0, 1455.0])]",19,604,76,110,424,1455
104,9791,13700,14114,6429,"[([9.0, 779.0, 1484.0], [10.0, 770.0, 1463.0])]",19,4,76,39,424,168
105,9791,4539,14114,119954,"[([9.0, 779.0, 1484.0], [9.0, 803.0, 1445.0])]",19,194,76,808,424,761
106,5953,10962,70282,9779,"[([299.0, 774.0, 1882.0], [301.0, 777.0, 1852.0])]",299,24,94,36,603,195
107,1001,1094,377676,358862,"[([627.0, 614.0, 555.0], [625.0, 611.0, 554.0])]",749,684,1094,1495,757,1705
108,1001,3982,377676,142959,"[([627.0, 614.0, 555.0], [626.0, 617.0, 522.0])]",749,330,1094,1212,757,581
109,3077,2920,186907,196548,"[([387.0, 633.0, 1324.0], [396.0, 637.0, 1319.0])]",749,458,525,1185,752,155
110,5501,20271,84825,1618,"[([80.0, 585.0, 1285.0], [81.0, 586.0, 1241.0]), ([80.0, 585.0, 1285.0], [82.0, 576.0, 1271.0])]",99,9,232,14,148,31
111,7727,5593,32707,81563,"[([145.0, 604.0, 1500.0], [146.0, 604.0, 1492.0])]",146,333,180,610,349,294
112,2727,9269,205041,17696,"[([180.0, 1804.0, 1846.0], [179.0, 1805.0, 1840.0])]",180,32,1031,153,879,212
113,2727,8126,205041,27756,"[([180.0, 1804.0, 1846.0], [179.0, 1798.0, 1835.0])]",180,86,1031,249,879,108
114,2727,4315,205041,127965,"[([180.0, 1804.0, 1846.0], [183.0, 1794.0, 1804.0])]",180,124,1031,804,879,325
115,2418,7415,223778,37122,"[([300.0, 165.0, 527.0], [295.0, 153.0, 488.0])]",310,72,844,189,487,162
116,4065,673,138456,530381,"[([142.0, 278.0, 952.0], [150.0, 294.0, 957.0])]",251,351,1251,1692,394,2047
117,6777,9171,51630,17535,"[([9.0, 1559.0, 1099.0], [9.0, 1557.0, 1145.0])]",31,33,607,61,229,310
118,2637,5424,211032,88356,"[([487.0, 1381.0, 295.0], [496.0, 1408.0, 268.0])]",508,84,402,688,728,371
119,3622,3093,158457,185710,"[([45.0, 940.0, 1598.0], [45.0, 953.0, 1574.0])]",112,277,1128,311,318,1609
120,6134,4425,65479,124553,"[([9.0, 1361.0, 1662.0], [9.0, 1344.0, 1635.0])]",37,285,331,1344,163,336
121,6134,5714,65479,77954,"[([9.0, 1361.0, 1662.0], [9.0, 1322.0, 1623.0])]",37,206,331,726,163,276
122,6134,2468,65479,220868,"[([9.0, 1361.0, 1662.0], [9.0, 1358.0, 1672.0])]",37,740,331,866,163,1268
123,6134,4461,65479,122813,"[([9.0, 1361.0, 1662.0], [9.0, 1338.0, 1615.0])]",37,192,331,714,163,758
124,6134,700,65479,507169,"[([9.0, 1361.0, 1662.0], [9.0, 1365.0, 1622.0])]",37,579,331,299,163,2047
125,1772,504,275951,733711,"[([423.0, 1416.0, 1452.0], [432.0, 1406.0, 1468.0])]",441,749,430,1077,399,1389
126,6648,3302,53120,175880,"[([9.0, 1824.0, 1021.0], [9.0, 1808.0, 1021.0])]",48,258,779,1808,95,223
127,6648,5223,53120,94801,"[([9.0, 1824.0, 1021.0], [9.0, 1819.0, 1016.0])]",48,194,779,825,95,1020
128,6648,1775,53120,276583,"[([9.0, 1824.0, 1021.0], [9.0, 1820.0, 1051.0])]",48,535,779,1479,95,1225
129,4972,5928,102836,71544,"[([413.0, 1209.0, 1236.0], [414.0, 1213.0, 1237.0])]",415,335,159,324,301,485
130,9038,5214,18403,94953,"[([36.0, 1126.0, 1337.0], [32.0, 1178.0, 1323.0])]",36,84,41,104,131,893
131,9071,4885,17738,106519,"[([10.0, 966.0, 1806.0], [9.0, 1006.0, 1834.0])]",13,170,267,514,97,1834
132,9071,7673,17738,33871,"[([10.0, 966.0, 1806.0], [9.0, 976.0, 1818.0])]",13,108,267,149,97,229
133,3889,9525,146304,15918,"[([68.0, 1872.0, 780.0], [67.0, 1870.0, 771.0])]",79,35,768,178,780,198
134,5557,1369,82685,316989,"[([180.0, 1372.0, 1024.0], [176.0, 1362.0, 1024.0])]",185,566,252,2047,160,937
135,5557,2654,82685,210371,"[([180.0, 1372.0, 1024.0], [174.0, 1341.0, 1026.0])]",185,485,252,716,160,608
136,3263,3424,176106,168613,"[([101.0, 1040.0, 1726.0], [102.0, 1015.0, 1719.0])]",749,241,1047,1034,607,811
137,7175,518,41137,716769,"[([9.0, 1711.0, 1286.0], [9.0, 1714.0, 1297.0])]",24,622,577,1714,140,1320
138,7175,2776,41137,203575,"[([9.0, 1711.0, 1286.0], [9.0, 1749.0, 1277.0])]",24,297,577,1749,140,542
139,7175,726,41137,487703,"[([9.0, 1711.0, 1286.0], [9.0, 1674.0, 1275.0])]",24,389,577,2047,140,579
140,7175,2854,41137,198991,"[([9.0, 1711.0, 1286.0], [9.0, 1733.0, 1295.0])]",24,506,577,1345,140,843
141,7175,4089,41137,138371,"[([9.0, 1711.0, 1286.0], [9.0, 1657.0, 1277.0])]",24,740,577,535,140,1075
142,6230,5671,62786,79897,"[([9.0, 978.0, 1298.0], [9.0, 955.0, 1271.0])]",33,139,483,1092,246,452
143,6230,4410,62786,124358,"[([9.0, 978.0, 1298.0], [9.0, 949.0, 1321.0])]",33,163,483,1102,246,341
144,6230,4983,62786,104443,"[([9.0, 978.0, 1298.0], [9.0, 967.0, 1283.0])]",33,95,483,144,246,764
145,3086,4151,185054,135874,"[([9.0, 1238.0, 1751.0], [9.0, 1238.0, 1778.0])]",195,104,899,813,612,377
146,3086,2789,185054,201915,"[([9.0, 1238.0, 1751.0], [9.0, 1235.0, 1701.0])]",195,588,899,820,612,844
147,3086,6632,185054,52999,"[([9.0, 1238.0, 1751.0], [9.0, 1222.0, 1766.0])]",195,144,899,826,612,133
148,5792,5507,75416,85763,"[([36.0, 1373.0, 279.0], [37.0, 1340.0, 300.0])]",46,23,355,180,279,301
149,6366,10409,57199,11927,"[([9.0, 1792.0, 1165.0], [9.0, 1758.0, 1178.0])]",37,82,626,146,137,241
150,6366,732,57199,483365,"[([9.0, 1792.0, 1165.0], [9.0, 1794.0, 1143.0])]",37,389,626,2047,137,654
151,6260,4864,62205,108206,"[([210.0, 1555.0, 781.0], [210.0, 1556.0, 782.0])]",210,99,391,491,735,124
152,6260,777,62205,457401,"[([210.0, 1555.0, 781.0], [219.0, 1549.0, 745.0])]",210,749,391,234,735,517
153,6260,2650,62205,209785,"[([210.0, 1555.0, 781.0], [210.0, 1546.0, 765.0])]",210,447,391,479,735,1290
154,1055,6918,367801,47005,"[([74.0, 1155.0, 1086.0], [70.0, 1124.0, 1094.0])]",749,35,199,440,738,318
155,7238,4012,41921,140577,"[([9.0, 1426.0, 1391.0], [9.0, 1446.0, 1379.0])]",46,427,260,680,594,1380
156,7238,5313,41921,93393,"[([9.0, 1426.0, 1391.0], [18.0, 1402.0, 1363.0])]",46,143,260,584,594,1015
157,1285,759,327951,469241,"[([16.0, 1353.0, 1751.0], [9.0, 1365.0, 1735.0])]",80,594,634,1359,1425,589
158,3430,823,168430,431592,"[([48.0, 1479.0, 1385.0], [53.0, 1451.0, 1421.0])]",421,358,291,2047,1455,936
159,3430,5474,168430,85194,"[([48.0, 1479.0, 1385.0], [48.0, 1521.0, 1370.0])]",421,40,291,451,1455,178
160,670,15697,534589,3941,"[([387.0, 1105.0, 1153.0], [397.0, 1118.0, 1155.0])]",418,10,943,23,931,35
161,1046,2295,369100,232656,"[([55.0, 1187.0, 939.0], [57.0, 1205.0, 931.0])]",679,122,879,842,1438,561
162,7038,9092,46215,18419,"[([210.0, 1619.0, 784.0], [211.0, 1602.0, 790.0])]",210,81,321,104,305,128
163,7038,8107,46215,28032,"[([121.0, 1367.0, 493.0], [120.0, 1398.0, 531.0])]",210,120,321,75,305,143
164,7038,3552,46215,163701,"[([121.0, 1367.0, 493.0], [122.0, 1396.0, 534.0])]",210,462,321,655,305,393
165,8317,9778,25663,14287,"[([44.0, 1320.0, 208.0], [44.0, 1322.0, 211.0])]",46,53,58,108,525,212
166,3072,2164,187036,242271,"[([693.0, 1725.0, 333.0], [685.0, 1699.0, 312.0])]",749,667,421,1484,438,380
167,8107,3552,28032,163701,"[([120.0, 1398.0, 531.0], [122.0, 1396.0, 534.0])]",120,462,75,655,143,393
168,779,4151,456472,135874,"[([9.0, 1267.0, 1726.0], [9.0, 1238.0, 1778.0])]",424,104,1776,813,1780,377
169,779,2210,456472,239057,"[([9.0, 1267.0, 1726.0], [9.0, 1277.0, 1701.0])]",424,388,1776,907,1780,711
170,779,2789,456472,201915,"[([9.0, 1267.0, 1726.0], [9.0, 1235.0, 1701.0])]",424,588,1776,820,1780,844
171,4909,4232,104849,131836,"[([9.0, 1455.0, 1390.0], [9.0, 1460.0, 1370.0])]",60,422,131,313,787,1370
172,4909,1680,104849,284329,"[([9.0, 1455.0, 1390.0], [9.0, 1501.0, 1398.0])]",60,343,131,1502,787,748
173,4909,537,104849,680097,"[([9.0, 1455.0, 1390.0], [9.0, 1457.0, 1343.0])]",60,197,131,1477,787,1493
174,4909,4012,104849,140577,"[([9.0, 1455.0, 1390.0], [9.0, 1446.0, 1379.0])]",60,427,131,680,787,1380
175,4013,2422,141544,222776,"[([214.0, 1062.0, 832.0], [220.0, 1026.0, 816.0])]",424,452,593,850,929,2035
176,3099,4772,185974,111257,"[([9.0, 1724.0, 1199.0], [9.0, 1686.0, 1203.0])]",45,368,679,751,336,1203
177,3099,10409,185974,11927,"[([9.0, 1724.0, 1199.0], [9.0, 1758.0, 1178.0])]",45,82,679,146,336,241
178,3099,3656,185974,158398,"[([9.0, 1724.0, 1199.0], [9.0, 1742.0, 1212.0])]",45,188,679,314,336,361
179,3099,8138,185974,28390,"[([9.0, 1724.0, 1199.0], [9.0, 1733.0, 1243.0])]",45,87,679,314,336,129
180,3099,2529,185974,217477,"[([9.0, 1724.0, 1199.0], [9.0, 1677.0, 1227.0])]",45,465,679,386,336,928
181,7460,5036,36780,101775,"[([9.0, 1527.0, 1200.0], [9.0, 1514.0, 1203.0])]",35,160,153,146,354,789
182,7460,6069,36780,67527,"[([9.0, 1527.0, 1200.0], [9.0, 1547.0, 1163.0])]",35,322,153,183,354,1163
183,7006,3595,45518,161508,"[([260.0, 1435.0, 526.0], [261.0, 1438.0, 524.0])]",260,462,84,190,86,1530
184,7006,6298,45518,60705,"[([260.0, 1435.0, 526.0], [259.0, 1418.0, 565.0])]",260,114,84,49,86,569
185,2419,3279,225071,175054,"[([40.0, 1445.0, 352.0], [44.0, 1421.0, 306.0])]",167,133,697,833,1451,536
186,2419,5420,225071,89116,"[([40.0, 1445.0, 352.0], [38.0, 1428.0, 298.0])]",167,47,697,623,1451,276
187,5848,3389,73096,170207,"[([9.0, 1695.0, 912.0], [9.0, 1711.0, 925.0])]",40,351,269,852,118,928
188,5848,3419,73096,169765,"[([9.0, 1695.0, 912.0], [9.0, 1709.0, 938.0])]",40,284,269,648,118,939
189,5848,2990,73096,192662,"[([9.0, 1695.0, 912.0], [9.0, 1714.0, 915.0])]",40,740,269,122,118,638
190,10435,5420,11504,89116,"[([42.0, 1413.0, 294.0], [38.0, 1428.0, 298.0])]",43,47,32,623,69,276
191,10435,3279,11504,175054,"[([42.0, 1413.0, 294.0], [44.0, 1421.0, 306.0])]",43,133,32,833,69,536
192,537,4232,680097,131836,"[([9.0, 1457.0, 1343.0], [9.0, 1460.0, 1370.0])]",197,422,1477,313,1493,1370
193,537,2262,680097,236287,"[([9.0, 1457.0, 1343.0], [9.0, 1459.0, 1330.0])]",197,685,1477,1466,1493,905
194,537,4012,680097,140577,"[([9.0, 1457.0, 1343.0], [9.0, 1446.0, 1379.0])]",197,427,1477,680,1493,1380
195,537,6576,680097,54541,"[([9.0, 1457.0, 1343.0], [9.0, 1445.0, 1344.0])]",197,111,1477,186,1493,75
196,3018,8081,187674,28425,"[([196.0, 1020.0, 1749.0], [197.0, 1021.0, 1709.0])]",196,25,492,114,1238,338
197,9171,6069,17535,67527,"[([9.0, 1557.0, 1145.0], [9.0, 1547.0, 1163.0])]",33,322,61,183,310,1163
198,1446,4670,307680,114218,"[([9.0, 937.0, 1238.0], [9.0, 962.0, 1209.0])]",400,337,1525,1064,1493,487
199,1446,1410,307680,311502,"[([9.0, 937.0, 1238.0], [9.0, 925.0, 1238.0])]",400,639,1525,2047,1493,1256
200,1446,1927,307680,262417,"[([9.0, 937.0, 1238.0], [9.0, 920.0, 1219.0])]",400,480,1525,1130,1493,461
201,1446,3568,307680,161397,"[([9.0, 937.0, 1238.0], [9.0, 969.0, 1209.0])]",400,298,1525,971,1493,704
202,2557,7786,216120,31522,"[([544.0, 1403.0, 587.0], [545.0, 1403.0, 551.0])]",545,204,210,80,330,56
203,4871,5218,107530,95679,"[([315.0, 1908.0, 120.0], [314.0, 1921.0, 128.0])]",320,239,521,158,226,131
204,9089,4145,18074,136076,"[([87.0, 1542.0, 570.0], [97.0, 1544.0, 563.0])]",95,654,43,163,105,314
205,1603,1810,292496,274039,"[([627.0, 247.0, 1723.0], [630.0, 252.0, 1743.0])]",722,740,1550,512,1180,467
206,1624,8639,292460,21723,"[([685.0, 433.0, 521.0], [679.0, 427.0, 554.0])]",749,38,1184,50,517,74
207,3875,6143,146683,65447,"[([280.0, 1368.0, 193.0], [273.0, 1393.0, 169.0])]",310,145,251,237,1031,175
208,5036,6069,101775,67527,"[([9.0, 1514.0, 1203.0], [9.0, 1547.0, 1163.0])]",160,322,146,183,789,1163
209,11074,4112,9467,136983,"[([75.0, 1601.0, 580.0], [72.0, 1616.0, 596.0])]",76,677,96,354,92,569
210,11074,1629,9467,290844,"[([75.0, 1601.0, 580.0], [74.0, 1608.0, 573.0])]",76,679,96,1107,92,517
211,5291,6415,92578,58082,"[([9.0, 1850.0, 703.0], [9.0, 1857.0, 701.0])]",116,186,372,195,709,106
212,5291,4424,92578,124299,"[([9.0, 1850.0, 703.0], [9.0, 1836.0, 725.0])]",116,507,372,247,709,151
213,5291,8868,92578,20508,"[([9.0, 1850.0, 703.0], [9.0, 1870.0, 686.0])]",116,80,372,180,709,195
214,11327,11193,8878,9452,"[([42.0, 1919.0, 453.0], [43.0, 1918.0, 444.0])]",43,27,50,129,77,253
215,2829,2897,202307,196552,"[([447.0, 1094.0, 1891.0], [453.0, 1065.0, 1894.0])]",631,576,1301,436,694,600
216,1347,3094,320647,185754,"[([444.0, 237.0, 330.0], [438.0, 286.0, 314.0])]",594,314,2031,756,452,1229
217,7577,6949,36207,47619,"[([10.0, 1869.0, 1172.0], [11.0, 1835.0, 1169.0])]",28,30,186,212,71,253
